path_id	pc	variance_explained	sd	cum_var
hsa04622	PC4	7.03877505487308	1.06122759518385	30.1053841478731
hsa04622	PC5	6.91183467844358	1.05161473389782	37.0172188263167
hsa04622	PC6	6.71238763653253	1.03633103873483	43.7296064628492
hsa04622	PC7	6.46612516174708	1.01714307050657	50.1957316245963
hsa04622	PC8	6.26906207934108	1.0015238053559	56.4647937039374
hsa04622	PC9	6.10905189687498	0.988659852274783	62.5738456008124
hsa04622	PC10	5.93733081741543	0.974665548168431	68.5111764182278
hsa04015	PC1	5.02264294681897	2.01701283757029	5.02264294681897
hsa04015	PC2	2.45361519921137	1.40976179241786	7.47625814603034
hsa04015	PC3	2.15298505231064	1.3205748340672	9.62924319834098
hsa04015	PC4	2.08549138718107	1.29971074613418	11.7147345855221
hsa04015	PC5	2.02453834287853	1.28057645524647	13.7392729284006
hsa04015	PC6	1.94794641290567	1.2561196576973	15.6872193413062
hsa04015	PC7	1.91293605357542	1.24478038360029	17.6001553948817
hsa04015	PC8	1.86321052673864	1.22849522858589	19.4633659216203
hsa04015	PC9	1.81685413657251	1.21311658575082	21.2802200581928
hsa04015	PC10	1.80617955552677	1.20954761790377	23.0863996137196
hsa04014	PC1	3.81905365367514	1.64667182343943	3.81905365367514
hsa04014	PC2	2.4308424037159	1.31373441251963	6.24989605739104
hsa04014	PC3	2.31472007981097	1.28197162865088	8.56461613720201
hsa04014	PC4	2.23585845727129	1.25994424664848	10.8004745944733
hsa04014	PC5	2.20827778864907	1.25214904461923	13.0087523831224
hsa04014	PC6	2.14086397165691	1.23288824306034	15.1496163547793
hsa04014	PC7	2.07151739218731	1.21275609602796	17.2211337469666
hsa04014	PC8	2.02405133607675	1.19878123467733	19.2451850830433
hsa04014	PC9	1.97663175356483	1.18465545414312	21.2218168366082
hsa04014	PC10	1.93752304952957	1.17287738709807	23.1593398861378
hsa04810	PC1	5.97840671536873	2.11749971346552	5.97840671536873
hsa04810	PC2	2.58177264039688	1.39152056409442	8.56017935576561
hsa04810	PC3	2.39961877788613	1.34153422744804	10.9597981336517
hsa04810	PC4	2.12498824674763	1.26243462605424	13.0847863803994
hsa04810	PC5	2.09999440923938	1.25498836924074	15.1847807896387
hsa04810	PC6	2.00014404762714	1.2247889759956	17.1849248372659
hsa04810	PC7	1.95314233978192	1.21031266821282	19.1380671770478
hsa04810	PC8	1.90241666081858	1.19449256825396	21.0404838378664
hsa04810	PC9	1.86698792664226	1.18331777007771	22.9074717645086
hsa04810	PC10	1.84079615170707	1.17498813346361	24.7482679162157
hsa04923	PC1	7.94865846374831	1.35210630006006	7.94865846374831
hsa04923	PC2	5.81248590344932	1.15623170592807	13.7611443671976
hsa04923	PC3	5.71337904329933	1.14633205484225	19.4745234104969
hsa04923	PC4	5.3187113068325	1.1060305604148	24.7932347173295
hsa04923	PC5	5.02110275158814	1.07464116469884	29.8143374689176
hsa04923	PC6	4.99046989962178	1.07135805261967	34.8048073685394
hsa04923	PC7	4.76030083305499	1.04635997228614	39.5651082015944
hsa04923	PC8	4.66374546513647	1.03569370809201	44.2288536667308
hsa04923	PC9	4.46198334878984	1.01304302486206	48.6908370155207
hsa04923	PC10	4.39316954000661	1.00520097204565	53.0840065555273
hsa04926	PC1	6.21665314438086	1.63498038278255	6.21665314438086
hsa04926	PC2	3.40977736507938	1.21086921960389	9.62643050946024
hsa04926	PC3	3.34441942821172	1.1992082196729	12.970849937672
hsa04926	PC4	3.21510248674224	1.17579507963725	16.1859524244142
hsa04926	PC5	3.17761768454692	1.16892070062737	19.3635701089611
hsa04926	PC6	3.07774475261644	1.15040438265206	22.4413148615775
hsa04926	PC7	2.91856206651831	1.12025965231408	25.3598769280959
hsa04926	PC8	2.85747469360855	1.108473778784	28.2173516217044
hsa04926	PC9	2.79934340985751	1.09714067750618	31.0166950315619
hsa04926	PC10	2.78550483359566	1.09442545586538	33.8021998651576
hsa05211	PC1	7.62454239088434	1.26536710170832	7.62454239088434
hsa05211	PC2	6.29792165462588	1.15002762900351	13.9224640455102
hsa05211	PC3	5.8971771253562	1.11283745278671	19.8196411708664
hsa05211	PC4	5.75453255942583	1.09929606452467	25.5741737302922
hsa05211	PC5	5.46377261391469	1.07116396920457	31.0379463442069
hsa05211	PC6	5.32323278556003	1.05729791684634	36.361179129767
hsa05211	PC7	5.22440718607981	1.04743759197231	41.5855863158468
hsa05211	PC8	5.12084024733067	1.03700359302147	46.7064265631775
hsa05211	PC9	5.00025741537977	1.0247214534837	51.7066839785572
hsa05211	PC10	4.81979831879693	1.00606045889268	56.5264822973542
hsa04924	PC1	10.5745881172545	1.45427563530814	10.5745881172545
hsa04924	PC2	6.46088343776932	1.13673949854567	17.0354715550239
hsa04924	PC3	6.20089047028402	1.11363283628708	23.2363620253079
hsa04924	PC4	5.8130480547658	1.07824376230663	29.0494100800737
hsa04924	PC5	5.66468935371601	1.06439554242922	34.7140994337897
hsa04924	PC6	5.34986081052395	1.0343945872368	40.0639602443136
hsa04924	PC7	5.28147184969858	1.02776182549252	45.3454320940122
hsa04924	PC8	5.03828339212313	1.00382103904263	50.3837154861354
hsa04924	PC9	4.98760432670312	0.998759663452936	55.3713198128385
hsa04924	PC10	4.94235147980339	0.994218434731864	60.3136712926419
hsa04723	PC1	6.63241419976092	1.45683648496442	6.63241419976092
hsa04723	PC2	4.47195506372587	1.19625483087521	11.1043692634868
hsa04723	PC3	4.38415967797927	1.18445392352483	15.4885289414661
hsa04723	PC4	4.21620089441458	1.16154392349694	19.7047298358806
hsa04723	PC5	4.03280364334818	1.13600051314751	23.7375334792288
hsa04723	PC6	3.95636936206987	1.12518362761922	27.6939028412987
hsa04723	PC7	3.80054582855495	1.10280309445412	31.4944486698536
hsa04723	PC8	3.62625322152782	1.07721911925518	35.1207018913815
hsa04723	PC9	3.53668986218499	1.06383304888464	38.6573917535665
hsa04723	PC10	3.41105457483812	1.04476670311998	42.0684463284046
hsa05323	PC1	11.5474948886948	1.76573599950491	11.5474948886948
hsa05323	PC2	5.2853541771585	1.19459015056746	16.8328490658533
hsa05323	PC3	4.96177915026963	1.15744562316024	21.7946282161229
hsa05323	PC4	4.68431393581621	1.12461760730942	26.4789421519392
hsa05323	PC5	4.49532874073085	1.10169812562123	30.97427089267
hsa05323	PC6	4.28788201039732	1.07597776129773	35.2621529030673
hsa05323	PC7	4.18428785711258	1.06290061690658	39.4464407601799
hsa05323	PC8	4.11748802786291	1.0543821733712	43.5639287880428
hsa05323	PC9	4.07009518535711	1.04829657065471	47.6340239733999
hsa05323	PC10	3.87599619919046	1.02299509958818	51.5100201725904
hsa03010	PC1	46.5584166781965	3.12686224551406	46.5584166781965
hsa03010	PC2	6.03548336306402	1.12581148788038	52.5939000412605
hsa03010	PC3	5.12228036889396	1.03714939978179	57.7161804101544
hsa03010	PC4	4.62868754124685	0.985912969618433	62.3448679514013
hsa03010	PC5	4.3704403276448	0.958014858342713	66.7153082790461
