x	y
-0.138088417756712	0.0424006084080028
0.461899863453723	0.00669563192737552
0.205584013146397	0.0261059128660931
-0.623543419038016	-0.0561034438175269
-0.481657254786831	-0.0708557749587269
0.609835843974326	0.0561648069352749
0.429015589373309	0.00838928572407192
0.305021601283944	0.0192887666178669
0.633958412614951	0.0781835192391532
0.633385695880165	0.0790199740704139
-0.185121183467322	0.0475140673076113
-0.329167958683625	-0.0316610979573906
-0.220090423799945	0.0410622785047641
0.117953045758658	0.0296438935565233
0.624086151534767	0.0757280876195825
0.589659640645447	0.040370680479107
-0.61720697484946	-0.0556355812153516
-0.559989925695637	-0.0541682782966737
0.632401664887384	0.0801241675392132
-0.626161577415699	-0.0562933613900636
0.493959445720222	0.00737618878910725
0.561524378864762	0.0242817248899276
0.384099588407709	0.0121528812030491
0.63380373043188	0.0784373367160756
-0.269073982239534	0.013852543219183
-0.0414556303809318	0.0321180098232552
0.626407071453016	0.0784041223604133
0.620718068176068	0.0680371603825733
-0.417949452289844	-0.0421528945832771
-0.600762060363107	-0.0545751364102261
0.630137682682688	0.0821170741744235
-0.62721276317891	-0.056366838451093
0.528354404619239	0.0126703186682456
